,text,playlist_owner,music_item,entity_name,artist,playlist
1362,add this album by Bruce Dickinson onto top entrevistas  my playlist,my,album,,Bruce Dickinson,top entrevistas
1363,Add an artist to my playlist Domingo Indie,my,artist,,,Domingo Indie
1364,Add George Thorogood to el mejor rock en espaÃ±ol,,,,George Thorogood,el mejor rock en espaÃ±ol
1365,Add Sifow to my  Skatepark Punks playlist,my,,,Sifow,Skatepark Punks
1366,Add the name cry like a baby to my  a mis niÃ±os de 30 playlist,my,,cry like a baby,,a mis niÃ±os de 30
1367,Add no more sorrow to Ultra Metal,,,no more sorrow,,Ultra Metal
1368,add artist  rob dougan to electroNOW,,artist,,rob dougan,electroNOW
1369,add Fred Knoblock to my  lo-fi love playlist,my,,,Fred Knoblock,lo-fi love
1370,add album to bajo las estrellas,,album,,,bajo las estrellas
1371,add this album to my  just dance by aftercluv playlist,my,album,,,just dance by aftercluv
1372,Add lapponia to my  flamenco pa ti playlist.,my,,lapponia,,flamenco pa ti
1373,Add Ace Hood to the this is aretha franklin playlist.,,,,Ace Hood,this is aretha franklin
1374,Go to my  all out 00s and add brian wilson,my,,,brian wilson,all out 00s
1375,Add to my playlist house afterwork this tune,my,tune,,,house afterwork
1376,Add another song to the country playlist.,,song,,,country
1377,add Chris Walla to Trabajo Relax,,,,Chris Walla,Trabajo Relax
1378,Add the album to the fantasÃ­a playlist,,album,,,fantasÃ­a
1379,add Georgetown University Alma Mater to my  evening acoustic playlist,my,,Georgetown University Alma Mater,,evening acoustic
1380,Add robert nighthawk to Novedades Pop,,,,robert nighthawk,Novedades Pop
1381,add tune by Leonard Cohen to road trip,,tune,,Leonard Cohen,road trip
1382,Add this album to Trotamundos,,album,,,Trotamundos
1383,Place this tune in workout remix,,tune,,,workout remix
1384,add this song to cleaning,,song,,,cleaning
1385,Add the crabfish to my playlist called The Sleep Machine Rainforest,my,,the crabfish,,The Sleep Machine Rainforest
1386,Add this tune to The Refugee Playlist,,tune,,,The Refugee Playlist
1387,Add this artist to gretchen's  Soul Revived playlist,gretchen's,artist,,,Soul Revived
1388,add gabrial mcnair to my  Love In Paris list,my,,,gabrial mcnair,Love In Paris
1389,add this tune to my  Party Â¡Fiesta,my,tune,,,Party Â¡Fiesta
1390,Add como un tatuaje to my  hits of the 70s playlist,my,,como un tatuaje,,hits of the 70s
1391,Add nitti to my  family favorites playlist,my,,,nitti,family favorites
1392,I want to add Indestructible to my playlist a mis niÃ±os de 30,my,,Indestructible,,a mis niÃ±os de 30
1393,put this tune on my  Nothing But A Party R&B playlist,my,tune,,,Nothing But A Party R&B
1394,Add tune to my  Is It New Wave,my,tune,,,Is It New Wave
1395,add dwele to marguerite's  eurovision 2016 playlist,marguerite's,,,dwele,eurovision 2016
1396,please put the artist  Matt McKenna in my  This Is Shakira playlist,my,artist,,Matt McKenna,This Is Shakira
1397,Add a song to my playlist a peaceful rush hour,my,song,,,a peaceful rush hour
1398,add song in playlist Metal Monday,,song,,,Metal Monday
1399,add List of Rush instrumentals to This Is Lady Antebellum,,,List of Rush instrumentals,,This Is Lady Antebellum
1400,Can you put live in detroit on the playlist Peaceful Piano,,,live in detroit,,Peaceful Piano
1401,put artist  Serenata onto my  Massive Soca Hits list,my,artist,,Serenata,Massive Soca Hits
1402,The road trip playlist needs justin utley in it.,,,,justin utley,road trip
1403,add this album to tgif,,album,,,tgif
1404,Add inconfundible to the piano in the background playlist.,,,inconfundible,,piano in the background
1405,put artist  Emre Aydin on Happy Birthday playlist,,artist,,Emre Aydin,Happy Birthday
1406,Add julian taylor to my  latin dance cardio list,my,,,julian taylor,latin dance cardio
1407,add dimitri fampas 's song to my  focus now,my,song,,dimitri fampas,focus now
1408,add this artist to the playlist cool jazz,,artist,,,cool jazz
1409,Add daniel zueras to lush vibes,,,,daniel zueras,lush vibes
1410,Add this album to my  Adrenaline Workout .,my,album,,,Adrenaline Workout
1411,add tune to my playlist picnic in the park,my,tune,,,picnic in the park
1412,Add Joe McPhee to my  picnic in the park play list,my,,,Joe McPhee,picnic in the park
1413,Add another tune to my  verano playlist.,my,tune,,,verano
1414,The ultimate 90s needs avant que lâombre Ã  bercy in it.,,,avant que lâombre Ã  bercy,,ultimate 90s
1415,input this album onto my  All Things Post list,my,album,,,All Things Post
1416,Add this song to my  Indie Acoustic playlist,my,song,,,Indie Acoustic
1417,add the artist to my  indietronic playlist,my,artist,,,indietronic
1418,put jim fairchild onto spotlight spain 2016,,,,jim fairchild,spotlight spain 2016
1419,add robin trower to feminist friday playlist,,,,robin trower,feminist friday
1420,Can this song get added to lunchtime ?,,song,,,lunchtime
1421,Add shot forth self living to my  Folk Metal Warriors playlist.,my,,shot forth self living,,Folk Metal Warriors
1422,add Black Ribbons to the autumn playlis,,,Black Ribbons,,autumn
1423,add lil armstrong to my  Adrenaline Workout playlist,my,,,lil armstrong,Adrenaline Workout
1424,add Vicky Leandros to my  piano ballads playlist,my,,,Vicky Leandros,piano ballads
1425,I want to add michelle heaton to this is chopin,,,,michelle heaton,this is chopin
1426,Add Banana Republic to my  this is puccini playlist,my,,Banana Republic,,this is puccini
1427,please put Linzi Stoppard into my  sxsw fresh playlist,my,,,Linzi Stoppard,sxsw fresh
1428,add the track by josh kear to myra's playlist with the name highway 61,myra's,track,,josh kear,highway 61
1429,Put The Broken Wave on lo mÃ¡s dance,,,The Broken Wave,,lo mÃ¡s dance
1430,Add elastic love to This Is Stormzy,,,elastic love,,This Is Stormzy
1431,add track to my  global top 50 ,my,track,,,global top 50
1432,Add david cole to an instrumental sunday,,,,david cole,an instrumental sunday
1433,add an album in Guitar Hero Live Playlist,,album,,,Guitar Hero Live Playlist
1434,put Edwyn Collins onto my  Trabajo Relax playlist,my,,,Edwyn Collins,Trabajo Relax
1435,please add moon river to my  metalcore playlist,my,,moon river,,metalcore
1436,The workout playlist needs more chris cross,,,,chris cross,workout
1437,Add kylie minogue to my  novedades viernes sudamÃ©rica playlist.,my,,,kylie minogue,novedades viernes sudamÃ©rica
1438,Add some jim diamond to peace,,,,jim diamond,peace
1439,Add a song by Takahito Eguchi to my  guest list polygon playlist.,my,song,,Takahito Eguchi,guest list polygon
1440,Add this song to my  cleaning the house playlist,my,song,,,cleaning the house
1441,add eric johnson  song to my  The Refugee Playlist playlist,my,song,,eric johnson,The Refugee Playlist
1442,add Armen Movsessian to this is skepta playlist,,,,Armen Movsessian,this is skepta
1443,Put this artist on instrumental study playlist,,artist,,,instrumental study
1444,Add this tune to my  Bedroom Jams playlist,my,tune,,,Bedroom Jams
1445,Add this album to my  hot house playlist,my,album,,,hot house
1446,Add Showcase in a Suitcase to the chill out playlist.,,,Showcase in a Suitcase,,chill out
1447,Add Yma Sumac to this is animal collective,,,,Yma Sumac,this is animal collective
1448,Add an album to the DÃ­as de FrÃ­o playlist.,,album,,,DÃ­as de FrÃ­o
1449,add the tune by misato watanabe to the Trapeo playlist,,tune,,misato watanabe,Trapeo
1450,Please add carmel to my  lunchtime playlist.,my,,,carmel,lunchtime
1451,add this artist to my  this is miguel bosÃ© playlist,my,artist,,,this is miguel bosÃ©
1452,add licorice mckechnie to just dance by aftercluv,,,,licorice mckechnie,just dance by aftercluv
1453,napoleon xiv should be added to sharlene's playlist transatlantic lullaby,sharlene's,,,napoleon xiv,transatlantic lullaby
1454,Can you add danny carey to my  masters of metal playlist,my,,,danny carey,masters of metal
1455,add artist to my playlist i love my 80's rollerdisco,my,artist,,,i love my 80's rollerdisco
1456,Add this tune to my  Top 100 Rock Tracks on Spotify,my,tune,,,Top 100 Rock Tracks on Spotify
1457,add this song to my  this is kevin johansen,my,song,,,this is kevin johansen
1458,Estelle should be on my  spring playlist,my,,,Estelle,spring
1459,Put the frl menke  song in my  comedy top tracks,my,song,,frl menke,comedy top tracks
1460,I need to add another track to my  cleaning playlist.,my,track,,,cleaning
1461,Add this track to my  Love Hurts playlist,my,track,,,Love Hurts
1462,Add Ashley McIsaac to my  r&b party classics playlist,my,,,Ashley McIsaac,r&b party classics
1463,Put this Lidell Townsell  track on esenciales,,track,,Lidell Townsell,esenciales
1464,add Ian Stuart Donaldson to canadian country,,,,Ian Stuart Donaldson,canadian country
1465,Add Igor Talkow to my  Women of K-Pop list,my,,,Igor Talkow,Women of K-Pop
1466,"add this album to my playlist named CafÃ©, Libros",my,album,,,"CafÃ©, Libros"
1467,Include Hermann Baumann in my  Texas Red Dirt list,my,,,Hermann Baumann,Texas Red Dirt
1468,add space cowboy to my  the funny thing about football is playlist,my,,,space cowboy,the funny thing about football is
1469,Put this artist onto the Chillin' on a Dirt Road playlist.,,artist,,,Chillin' on a Dirt Road
1470,Please add the singer Valery Kipelov to the Perfect Concentration list,,,,Valery Kipelov,Perfect Concentration
1471,put Hugh Masekela onto my  Music On Ibiza Guest List playlist,my,,,Hugh Masekela,Music On Ibiza Guest List
1472,Add the album to my  Heavy Gamer playlist.,my,album,,,Heavy Gamer
1473,Add a song to ultimate indie,,song,,,ultimate indie
1474,Add rev-raptor to 90s Indie,,,rev-raptor,,90s Indie
1475,add a song by Masayoshi Yamazaki to my  this is Los Fabulosos Cadillacs playlist,my,song,,Masayoshi Yamazaki,this is Los Fabulosos Cadillacs
1476,add keltech to my  70s road trip playlist,my,,,keltech,70s road trip
1477,I want to add Anna Semenovich to the dinner with friends playlist,,,,Anna Semenovich,dinner with friends
1478,Add bilal to winter,,,,bilal,winter
1479,move El Viaje de Copperpot into my  Emily Dickinson playlist,my,,El Viaje de Copperpot,,Emily Dickinson
1480,add songs tune in Reggae Infusions,,tune,,,Reggae Infusions
1481,add tune to African Heat,,tune,,,African Heat
1482,Add Rattus at the Roundhouse to my  funk playlist.,my,,Rattus at the Roundhouse,,funk
1483,add track by Monster Bobby to peace playlist,,track,,Monster Bobby,peace
1484,please put this tune into the All A Cappella playlist,,tune,,,All A Cappella
1485,Add Zos Kia Cultus to the This Is Philip Glass playlist.,,,Zos Kia Cultus,,This Is Philip Glass
1486,add Dying Mapa I to MÃ¡s Que Amigos,,,Dying Mapa I,,MÃ¡s Que Amigos
1487,put this track on Alok House Party playlist,,track,,,Alok House Party
1488,Add this track to my  Tropical Morning playlist,my,track,,,Tropical Morning
1489,my  tÃ© para tres needs Brave and Crazy added on.,my,,Brave and Crazy,,tÃ© para tres
1490,Add a song by Claude VonStroke to the under the surface playlist.,,song,,Claude VonStroke,under the surface
1491,Add tune to Bedroom Jams,,tune,,,Bedroom Jams
1492,Add exorcising ghosts to joy's  thrash attack playlist,joy's,,exorcising ghosts,,thrash attack
1493,"add Xenomania to operaciÃ³n bikini , please",,,,Xenomania,operaciÃ³n bikini
1494,add Curse  song to my playlist Guest List Engadget,my,song,,Curse,Guest List Engadget
1495,Can you put Musiri Subramania Iyer 's song onto the lo-fi love soundtrack?,,song,,Musiri Subramania Iyer,lo-fi love
1496,Add you put a move on my heart to the martin garrix show ,,,you put a move on my heart,,the martin garrix show
1497,add to my playlist Lazy Chill Afternoon  Nothing Can Stop Us,my,,Nothing Can Stop Us,,Lazy Chill Afternoon
1498,add Brian May to my  Reggae Infusions list,my,,,Brian May,Reggae Infusions
1499,I want 4813 added to my  Rhythm and Blues playlist,my,,4813,,Rhythm and Blues
1500,add this Rob Campanella  tune to psychedelic rock,,tune,,Rob Campanella,psychedelic rock
1501,Can you put this track onto classic jazz funk ?,,track,,,classic jazz funk
1502,I want these are the days added to my  spotlight spain 2016 playlist.,my,,these are the days,,spotlight spain 2016
1503,Add the patty patty sound to my  metal talks kreator playlist,my,,the patty patty sound,,metal talks kreator
1504,I want to add Black Ribbons to the i love my neo soul playlist,,,Black Ribbons,,i love my neo soul
1505,Add I Messed Up to Hit Rewind,,,I Messed Up,,Hit Rewind
1506,add rise of the infidels to my  bring back the 90s playlist,my,,rise of the infidels,,bring back the 90s
1507,Add song to Kids Workout,,song,,,Kids Workout
1508,I want to add this bon scott  song to my  Post-grunge list,my,song,,bon scott,Post-grunge
1509,add the artist  Todd Snider to my  Electro Latino playlist,my,artist,,Todd Snider,Electro Latino
1510,Add tune to Classical Intimate Dinner,,tune,,,Classical Intimate Dinner
1511,put this album on my  Wild Country playlist,my,album,,,Wild Country
1512,Can you put a song from tom jones on my  electronica & dance playlist,my,song,,tom jones,electronica & dance
1513,Add lisa m to my  guitar hero live playlist,my,,,lisa m,guitar hero live playlist
1514,put this Tripp Eisen  song on canta en la ducha,,song,,Tripp Eisen,canta en la ducha
1515,add this artist to romÃ¡ntica,,artist,,,romÃ¡ntica
1516,Want to add pacific ocean blues to the playlist named lunch,,,pacific ocean blues,,lunch
1517,add Desert Sessions to my  i love my 80's rollerdisco playlist,my,,,Desert Sessions,i love my 80's rollerdisco
1518,add Irish Heartbeat to my  Trapeo playlist,my,,Irish Heartbeat,,Trapeo
1519,Add artist to my  Texas Red Dirt playlist,my,artist,,,Texas Red Dirt
1520,Can you put freddie freeloader on the playlist instrumental madness,,,freddie freeloader,,instrumental madness
1521,add come on a cone to Power Walk playlist,,,come on a cone,,Power Walk
1522,Add this artist to my  grandes unplugged playlist,my,artist,,,grandes unplugged
1523,Put li yuchun 's album onto the kickass metal playlist.,,album,,li yuchun,kickass metal
1524,Add this album to jenifer's  mellow dinner playlist,jenifer's,album,,,mellow dinner
1525,add Joe Gibbs to my  The Bachelor Party playlist,my,,,Joe Gibbs,The Bachelor Party
1526,Add a tune to my  elrow Guest List,my,tune,,,elrow Guest List
1527,add peter banks to verano forever list,,,,peter banks,verano forever
1528,Add song to instrumental study,,song,,,instrumental study
1529,I'd like to put qriii onto songs to sing in the car .,,,qriii,,songs to sing in the car
1530,Put Pedro Navaja onto my  flamenco pa ti playlist.,my,,Pedro Navaja,,flamenco pa ti
1531,add thomas anders to my  crossroad blues,my,,,thomas anders,crossroad blues
1532,add zamiast burzy to Phunkadelic,,,zamiast burzy,,Phunkadelic
1533,I want to add a tune to my  spanish metalblood playlist,my,tune,,,spanish metalblood
1534,Add wastedagain to the wild & free workout playlist,,,wastedagain,,wild & free workout
1535,Add Tarkan to my  madrugando playlist,my,,,Tarkan,madrugando
1536,Add the trey gunn  tune to my  French N' Heavy playlist.,my,tune,,trey gunn,French N' Heavy
